Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,16466,2021-11-15,-0.26611571,-0.279993808,-0.250722281,21,100
Market-Adjusted Model,16471,2021-11-15,-0.157894743,-0.152328061,-0.142501314,21,100
Market-Adjusted Model,16472,2021-11-15,-0.197278966,-0.196238653,-0.181885538,21,100
Market-Adjusted Model,16473,2021-11-15,-0.149700607,-0.127416956,-0.134307178,21,100
Market-Adjusted Model,16479,2021-11-15,-0.0623701,-0.048937508,-0.046976671,21,100
Market-Adjusted Model,16480,2021-11-15,-0.163065844,-0.133001477,-0.147672416,21,100
Market-Adjusted Model,16481,2021-11-15,0.0011835434,0.0161015531,0.0165769719,21,100
Market-Adjusted Model,16482,2021-11-15,-0.01154483,0.0043913975,0.0038485981,21,100
Market-Adjusted Model,16485,2021-11-15,0.0044534418,0.0196764411,0.0198468703,21,100
Market-Adjusted Model,16486,2021-11-15,-0.001238338,0.0136169341,0.0141550905,21,100
Market-Adjusted Model,16487,2021-11-15,-0.021605387,-0.00535809,-0.006211959,21,100
Market-Adjusted Model,16488,2021-11-15,-0.00283362,0.0119656873,0.0125598086,21,100
Market-Adjusted Model,16494,2021-11-15,-0.009822441,0.0052759632,0.005570988,21,100
Market-Adjusted Model,16495,2021-11-15,0.2058303862,0.2447429188,0.2212238147,21,100
Market-Adjusted Model,16496,2021-11-15,-0.058499067,-0.042915619,-0.043105639,21,100
Market-Adjusted Model,16497,2021-11-15,-0.25333334,-0.263429998,-0.237939912,21,100
Market-Adjusted Model,16498,2021-11-15,-0.055290351,-0.033659853,-0.039896922,21,100
Market-Adjusted Model,16499,2021-11-15,-0.101996824,-0.081022796,-0.086603396,21,100
Market-Adjusted Model,16505,2021-11-15,-0.044449934,-0.026646329,-0.029056505,21,100
Market-Adjusted Model,16510,2021-11-15,-0.023778964,-0.008023662,-0.008385536,21,100
Market-Adjusted Model,16511,2021-11-15,-0.012417722,0.0024001824,0.0029757063,21,100
Market-Adjusted Model,16514,2021-11-15,0.003903492,0.0187027927,0.0192969205,21,100
Market-Adjusted Model,16515,2021-11-15,-0.023794179,-0.004701948,-0.00840075,21,100
Market-Adjusted Model,16516,2021-11-15,-0.042195241,-0.027666839,-0.026801813,21,100
Market-Adjusted Model,16517,2021-11-15,-0.035118782,-0.019955849,-0.019725353,21,100
Market-Adjusted Model,16518,2021-11-15,-0.00862398,0.0061790431,0.0067694488,21,100
Market-Adjusted Model,16522,2021-11-15,-0.083788624,-0.063245202,-0.068395195,21,100
Market-Adjusted Model,16523,2021-11-15,-0.012428891,0.0029841711,0.0029645375,21,100
Market-Adjusted Model,16524,2021-11-15,-0.369474551,-0.242136321,-0.354081123,21,100
Market-Adjusted Model,16525,2021-11-15,0.095379643,0.1108327921,0.1107730715,21,100
Market-Adjusted Model,16526,2021-11-15,-0.044006275,-0.029926919,-0.028612847,21,100
Market-Adjusted Model,16528,2021-11-15,0.1318897772,0.2067449902,0.1472832057,21,100
Market-Adjusted Model,16529,2021-11-15,-0.185230052,-0.162811468,-0.169836623,21,100
Market-Adjusted Model,16532,2021-11-15,-0.156462591,-0.146579283,-0.141069162,21,100
Market-Adjusted Model,16533,2021-11-15,-0.1327723,-0.121488963,-0.117378871,21,100
Market-Adjusted Model,16535,2021-11-15,-0.18939393,-0.171939692,-0.174000501,21,100
Market-Adjusted Model,16536,2021-11-15,-0.121457467,-0.095835063,-0.106064038,21,100
Market-Adjusted Model,16537,2021-11-15,-0.144680825,-0.124561409,-0.129287396,21,100
Market-Adjusted Model,16538,2021-11-15,-0.23066484,-0.235052122,-0.215271412,21,100
Market-Adjusted Model,16541,2021-11-15,-0.343358431,-0.354847851,-0.327965003,21,100
Market-Adjusted Model,16542,2021-11-15,-0.064516157,-0.034233564,-0.049122729,21,100
Market-Adjusted Model,16543,2021-11-15,0.0633146732,0.0886015297,0.0787081017,21,100
Market-Adjusted Model,16545,2021-11-15,-0.129139806,-0.103165512,-0.113746377,21,100
Market-Adjusted Model,16548,2021-11-15,-0.047725855,-0.030778386,-0.032332426,21,100
Market-Adjusted Model,16554,2021-11-15,-0.116016063,-0.103454742,-0.100622635,21,100
Market-Adjusted Model,16555,2021-11-15,-0.009148944,0.0076213069,0.006244485,21,100
Market-Adjusted Model,16557,2021-11-15,-0.192825138,-0.183464983,-0.17743171,21,100
Market-Adjusted Model,16558,2021-11-15,-0.016309574,-0.001493677,-0.000916146,21,100
Market-Adjusted Model,16559,2021-11-15,-0.000094659,0.0147053986,0.0152987696,21,100
Market-Adjusted Model,16560,2021-11-15,0.0390469939,0.0588126635,0.0544404224,21,100
Market-Adjusted Model,16562,2021-11-15,-0.016717421,0.0125203821,-0.001323992,21,100
Market-Adjusted Model,16565,2021-11-15,-0.065201971,-0.050962484,-0.049808542,21,100
Market-Adjusted Model,16566,2021-11-15,-0.045207701,-0.030418944,-0.029814272,21,100
Market-Adjusted Model,16567,2021-11-15,-0.055214694,-0.040809214,-0.039821266,21,100
Market-Adjusted Model,16569,2021-11-15,-0.034298458,-0.009651627,-0.018905029,21,100
Market-Adjusted Model,16570,2021-11-15,-0.126423651,-0.111024017,-0.111030222,21,100
Market-Adjusted Model,16573,2021-11-15,-0.138461505,-0.127590887,-0.123068076,21,100
Market-Adjusted Model,16576,2021-11-15,-0.000111799,0.0174285489,0.0152816295,21,100
Market-Adjusted Model,16577,2021-11-15,0.0294123604,0.0524939262,0.0448057889,21,100
Market-Adjusted Model,16578,2021-11-15,-0.030345545,-0.015912402,-0.014952116,21,100
Market-Adjusted Model,16580,2021-11-15,-0.009204909,0.0056247251,0.0061885199,21,100
Market-Adjusted Model,16581,2021-11-15,-0.015517222,0.000246501,-0.000123794,21,100
Market-Adjusted Model,16582,2021-11-15,-0.073558693,-0.053925059,-0.058165265,21,100
Market-Adjusted Model,16583,2021-11-15,-0.018338407,-0.002083092,-0.002944979,21,100
Market-Adjusted Model,16584,2021-11-15,-0.028835982,-0.013719441,-0.013442554,21,100
Market-Adjusted Model,16585,2021-11-15,-0.003460207,0.0148094358,0.0119332213,21,100
Market-Adjusted Model,16588,2021-11-15,0.0022581818,0.0171421436,0.0176516103,21,100
Market-Adjusted Model,16590,2021-11-15,-0.596681266,-0.345819633,-0.609763691,16,100
Market-Adjusted Model,16591,2021-11-15,-0.021905643,0.00650803,-0.006512215,21,100
Market-Adjusted Model,16592,2021-11-15,-0.345884903,-0.387475768,-0.330491475,21,100
Market-Adjusted Model,16593,2021-11-15,-0.236486497,-0.145677146,-0.221093069,21,100
Market-Adjusted Model,16594,2021-11-15,-0.187713292,-0.187036577,-0.172319863,21,100
Market-Adjusted Model,16595,2021-11-15,-0.09452265,-0.078426351,-0.079129221,21,100
Market-Adjusted Model,16597,2021-11-15,-0.091815839,-0.069540778,-0.07642241,21,100
Market-Adjusted Model,16600,2021-11-15,0.0172677097,0.0326303362,0.0326611382,21,100
Market-Adjusted Model,16603,2021-11-15,0.2018868448,0.2223550104,0.2172802733,21,100
Market-Adjusted Model,16604,2021-11-15,-0.04822949,-0.033763576,-0.032836062,21,100
Market-Adjusted Model,16605,2021-11-15,-0.07229753,-0.058822062,-0.056904102,21,100
Market-Adjusted Model,16606,2021-11-15,-0.05091763,-0.036211925,-0.035524201,21,100
Market-Adjusted Model,16610,2021-11-15,-0.046387272,-0.032033839,-0.030993843,21,100
Market-Adjusted Model,16611,2021-11-15,-0.064535563,-0.042839407,-0.049142134,21,100
Market-Adjusted Model,16612,2021-11-15,-0.061471865,-0.047314969,-0.046078436,21,100
Market-Adjusted Model,16613,2021-11-15,-0.054054107,-0.024660302,-0.038660679,21,100
Market-Adjusted Model,16615,2021-11-15,-0.004451684,0.0104354524,0.0109417449,21,100
Market-Adjusted Model,16617,2021-11-15,-0.142857127,-0.129089228,-0.127463699,21,100
Market-Adjusted Model,16622,2021-11-15,-0.154228906,-0.1255136,-0.138835477,21,100
Market-Adjusted Model,16623,2021-11-15,-0.001465012,0.0134081659,0.013928417,21,100
Market-Adjusted Model,16625,2021-11-15,-0.077127652,-0.057320141,-0.061734224,21,100
Market-Adjusted Model,16626,2021-11-15,-0.075976791,-0.046475996,-0.060583362,21,100
Market-Adjusted Model,16630,2021-11-15,-0.097371575,-0.082754468,-0.081978146,21,100
Market-Adjusted Model,16631,2021-11-15,-0.032930093,-0.014753177,-0.017536664,21,100
Market-Adjusted Model,16632,2021-11-15,0.0120562089,0.0300095606,0.0274496374,21,100
Market-Adjusted Model,16633,2021-11-15,-0.019975936,-0.002671517,-0.004582507,21,100
Market-Adjusted Model,16638,2021-11-15,-0.067404341,-0.052430896,-0.052010912,21,100
Market-Adjusted Model,16641,2021-11-15,-0.163337289,-0.158642029,-0.147943861,21,100
Market-Adjusted Model,16648,2021-11-15,-0.013632727,0.0033475358,0.0017607012,21,100
Market-Adjusted Model,16649,2021-11-15,-0.129258021,-0.112698643,-0.113864593,21,100
Market-Adjusted Model,16650,2021-11-15,-0.232724407,-0.245068832,-0.217330978,21,100
Market-Adjusted Model,16653,2021-11-15,-0.101507703,-0.083304309,-0.086114274,21,100
Market-Adjusted Model,16655,2021-11-15,-0.075070849,-0.059890993,-0.05967742,21,100
Market-Adjusted Model,16656,2021-11-15,-0.431111134,-0.473453559,-0.415717705,21,100
Market-Adjusted Model,16659,2021-11-15,-0.069970847,-0.041125167,-0.054577419,21,100
Market-Adjusted Model,16660,2021-11-15,-0.024691386,0.0104418376,-0.009297957,21,100
Market-Adjusted Model,16662,2021-11-15,-0.02869204,-0.013415868,-0.013298611,21,100
Market-Adjusted Model,16664,2021-11-15,-0.051574412,-0.03133054,-0.036180984,21,100
Market-Adjusted Model,16666,2021-11-15,-0.002275518,0.0125426226,0.0131179101,21,100
Market-Adjusted Model,16667,2021-11-15,-0.046589055,-0.002825884,-0.031195626,21,100
Market-Adjusted Model,16668,2021-11-15,-0.096179758,-0.072786659,-0.08078633,21,100
Market-Adjusted Model,16670,2021-11-15,-0.294186069,-0.267005339,-0.27879264,21,100
Market-Adjusted Model,16671,2021-11-15,0.0020689485,0.0181890596,0.017462377,21,100
Market-Adjusted Model,16673,2021-11-15,0.0499708077,0.0734807231,0.0653642362,21,100
Market-Adjusted Model,16674,2021-11-15,-0.314741022,-0.339087368,-0.299347593,21,100
Market-Adjusted Model,16675,2021-11-15,-0.021946583,0.0068035508,-0.006553155,21,100
Market-Adjusted Model,16676,2021-11-15,-0.044600399,-0.028841169,-0.02920697,21,100
Market-Adjusted Model,16678,2021-11-15,0.0428671656,0.0614703256,0.0582605941,21,100
Market-Adjusted Model,16680,2021-11-15,-0.195578234,-0.161544435,-0.180184805,21,100
Market-Adjusted Model,16681,2021-11-15,-0.01845017,0.0196597199,-0.003056742,21,100
Market-Adjusted Model,16684,2021-11-15,-0.066406192,-0.049750571,-0.051012764,21,100
Market-Adjusted Model,16685,2021-11-15,-0.026126379,-0.010991397,-0.01073295,21,100
Market-Adjusted Model,16689,2021-11-15,-0.162321287,-0.131830039,-0.146927859,21,100
Market-Adjusted Model,16690,2021-11-15,0.1263467222,0.1418815982,0.1417401507,21,100
Market-Adjusted Model,16691,2021-11-15,-0.049746658,-0.035016086,-0.034353229,21,100
Market-Adjusted Model,16692,2021-11-15,0.0855582573,0.1005043149,0.1009516858,21,100
Market-Adjusted Model,16693,2021-11-15,-0.073770018,-0.058508073,-0.058376589,21,100
Market-Adjusted Model,16696,2021-11-15,0.2811059726,0.2866532555,0.2964994012,21,100
Market-Adjusted Model,16697,2021-11-15,-0.023621988,-0.001081014,-0.00822856,21,100
Market-Adjusted Model,16698,2021-11-15,-0.252087362,-0.250152312,-0.236693933,21,100
Market-Adjusted Model,16699,2021-11-15,-0.075341105,-0.058696093,-0.059947677,21,100
Market-Adjusted Model,16701,2021-11-15,-0.008671077,0.0071498088,0.0067223511,21,100
Market-Adjusted Model,16702,2021-11-15,-0.027298945,-0.011207928,-0.011905516,21,100
Market-Adjusted Model,16703,2021-11-15,0.1430260492,0.1540071292,0.1584194778,21,100
Market-Adjusted Model,16705,2021-11-15,-0.109730859,-0.091240899,-0.094337431,21,100
Market-Adjusted Model,16706,2021-11-15,0.0005281207,0.0164320967,0.0159215492,21,100
Market-Adjusted Model,16709,2021-11-15,-0.01470594,0.0044977197,0.0006874889,21,100
Market-Adjusted Model,16710,2021-11-15,0.0665918742,0.0850068061,0.0819853027,21,100
Market-Adjusted Model,16711,2021-11-15,-0.297093045,-0.293238583,-0.281699616,21,100
Market-Adjusted Model,16712,2021-11-15,-0.142761633,-0.107740825,-0.127368204,21,100
Market-Adjusted Model,16713,2021-11-15,-0.027926911,-0.013018313,-0.012533482,21,100
Market-Adjusted Model,16736,2021-11-15,0.0148034207,0.0346338628,0.0301968492,21,100
Market-Adjusted Model,16737,2021-11-15,-0.165919277,-0.156652324,-0.150525849,21,100
Market-Adjusted Model,16738,2021-11-15,-0.087406043,-0.073702867,-0.072012614,21,100
Market-Adjusted Model,16739,2021-11-15,-0.310469311,-0.300256127,-0.295075883,21,100
Market-Adjusted Model,16741,2021-11-15,-0.185526941,-0.169020041,-0.170133513,21,100
Market-Adjusted Model,16742,2021-11-15,-0.029454183,0.0190348715,-0.014060754,21,100
Market-Adjusted Model,16743,2021-11-15,-0.056446574,-0.033783548,-0.041053145,21,100
Market-Adjusted Model,16744,2021-11-15,-0.107465344,-0.090861189,-0.092071915,21,100
Market-Adjusted Model,16745,2021-11-15,-0.186909238,-0.176291521,-0.171515809,21,100
Market-Adjusted Model,16746,2021-11-15,-0.267663073,-0.286389474,-0.252269645,21,100
Market-Adjusted Model,16747,2021-11-15,-0.073415279,-0.060009341,-0.058021851,21,100
Market-Adjusted Model,16749,2021-11-15,-0.150635281,-0.129023374,-0.135241853,21,100
Market-Adjusted Model,16750,2021-11-15,-0.098814227,-0.079452528,-0.083420799,21,100
Market-Adjusted Model,16751,2021-11-15,-0.211354744,-0.207066268,-0.195961316,21,100
Market-Adjusted Model,16753,2021-11-15,-0.028220799,-0.000297925,-0.01282737,21,100
Market-Adjusted Model,16754,2021-11-15,-0.054355565,-0.039547565,-0.038962137,21,100
Market-Adjusted Model,16755,2021-11-15,0.2251366675,0.2438246543,0.240530096,21,100
Market-Adjusted Model,16756,2021-11-15,0.0114611758,0.0309103759,0.0268546043,21,100
Market-Adjusted Model,16760,2021-11-15,0.0066297718,0.0240451661,0.0220232003,21,100
Market-Adjusted Model,16761,2021-11-15,-0.015076811,-0.000101594,0.0003166178,21,100
Market-Adjusted Model,16762,2021-11-15,-0.001604514,0.013382919,0.0137889149,21,100
Market-Adjusted Model,16763,2021-11-15,-0.022953856,-0.00679959,-0.007560427,21,100
Market-Adjusted Model,16764,2021-11-15,-0.079850725,-0.065973162,-0.064457297,21,100
Market-Adjusted Model,16765,2021-11-15,-0.192497507,-0.181209745,-0.177104078,21,100
Market-Adjusted Model,16768,2021-11-15,0.1639280392,0.1689589552,0.1793214677,21,100
Market-Adjusted Model,16770,2021-11-15,-0.042302494,-0.027206439,-0.026909066,21,100
Market-Adjusted Model,16771,2021-11-15,-0.091475091,-0.072731183,-0.076081662,21,100
Market-Adjusted Model,16776,2021-11-15,-0.290919513,-0.309705867,-0.275526085,21,100
Market-Adjusted Model,16777,2021-11-15,-0.303149604,-0.333431378,-0.287756176,21,100
Market-Adjusted Model,16778,2021-11-15,-0.10759498,0.0568183064,-0.092201552,21,100
Market-Adjusted Model,16779,2021-11-15,-0.191819492,-0.192137042,-0.176426064,21,100
Market-Adjusted Model,16780,2021-11-15,-0.029057396,-0.014290163,-0.013663967,21,100
Market-Adjusted Model,16781,2021-11-15,-0.156695142,-0.132466501,-0.141301713,21,100
Market-Adjusted Model,16784,2021-11-15,0.03220759,0.0529961332,0.0476010185,21,100
Market-Adjusted Model,16785,2021-11-15,0.0091173492,0.0238933093,0.0245107777,21,100
Market-Adjusted Model,16786,2021-11-15,-0.281967189,-0.295405146,-0.266573761,21,100
Market-Adjusted Model,16788,2021-11-15,0.2583826175,0.3011251907,0.2737760461,21,100
Market-Adjusted Model,16792,2021-11-15,-0.212616885,-0.20848981,-0.197223457,21,100
Market-Adjusted Model,16793,2021-11-15,-0.397405088,-0.460327462,-0.382011659,21,100
Market-Adjusted Model,16794,2021-11-15,-0.152991454,-0.140920362,-0.137598025,21,100
Market-Adjusted Model,16795,2021-11-15,-0.404427451,-0.469854164,-0.389034022,21,100
Market-Adjusted Model,16796,2021-11-15,-0.039709009,-0.025299132,-0.02431558,21,100
Market-Adjusted Model,16797,2021-11-15,-0.012699014,0.0027141377,0.002694414,21,100
Market-Adjusted Model,16798,2021-11-15,-0.020712478,-0.005528278,-0.005319049,21,100
Market-Adjusted Model,16799,2021-11-15,-0.006303903,0.0092112144,0.0090895258,21,100
Market-Adjusted Model,16800,2021-11-15,-0.031735333,-0.016262443,-0.016341904,21,100
Market-Adjusted Model,16801,2021-11-15,-0.023342189,-0.006565348,-0.007948761,21,100
Market-Adjusted Model,16802,2021-11-15,-0.303630388,-0.331600861,-0.28823696,21,100
Market-Adjusted Model,16805,2021-11-15,-0.097404292,-0.078260246,-0.082010863,21,100
Market-Adjusted Model,16807,2021-11-15,-0.004460753,0.0106286774,0.0109326756,21,100
Market-Adjusted Model,16809,2021-11-15,-0.029855998,-0.013556922,-0.01446257,21,100
Market-Adjusted Model,16813,2021-11-15,-0.066564643,-0.050920499,-0.051171215,21,100
Market-Adjusted Model,16816,2021-11-15,-0.032251623,-0.01322354,-0.016858194,21,100
Market-Adjusted Model,16818,2021-11-15,-0.124620017,-0.096270215,-0.109226589,21,100
Market-Adjusted Model,16819,2021-11-15,-0.090639743,-0.073841806,-0.075246314,21,100
Market-Adjusted Model,16820,2021-11-15,0.1741778653,0.1916852711,0.1895712938,21,100
Market-Adjusted Model,16822,2021-11-15,-0.029445646,-0.014140921,-0.014052218,21,100
Market-Adjusted Model,16823,2021-11-15,-0.046371739,-0.030559169,-0.03097831,21,100
Market-Adjusted Model,16824,2021-11-15,0.0919540117,0.1383721931,0.1073474402,21,100
Market-Adjusted Model,16827,2021-11-15,-0.202794415,-0.195049128,-0.187400987,21,100
Market-Adjusted Model,16828,2021-11-15,-0.047136778,-0.029368506,-0.03174335,21,100
Market-Adjusted Model,16829,2021-11-15,-0.20744062,-0.199651737,-0.192047191,21,100
Market-Adjusted Model,16831,2021-11-15,-0.015845487,0.0006724473,-0.000452058,21,100
Market-Adjusted Model,16832,2021-11-15,-0.003771392,0.0110422668,0.0116220361,21,100
Market-Adjusted Model,16833,2021-11-15,-0.000518665,0.0144829196,0.0148747635,21,100
Market-Adjusted Model,16834,2021-11-15,-0.22875131,-0.230482486,-0.213357882,21,100
Market-Adjusted Model,16836,2021-11-15,-0.068202205,-0.048411613,-0.052808776,21,100
Market-Adjusted Model,16837,2021-11-15,0.1608746142,0.1735810961,0.1762680427,21,100
Market-Adjusted Model,16841,2021-11-15,0.0002396225,0.0153024385,0.0156330511,21,100
Market-Adjusted Model,16843,2021-11-15,-0.005459383,0.0094001772,0.009934046,21,100
Market-Adjusted Model,16844,2021-11-15,-0.295162347,-0.316856516,-0.279768918,21,100
Market-Adjusted Model,16849,2021-11-15,0.015334912,0.0352214426,0.0307283405,21,100
Market-Adjusted Model,16850,2021-11-15,-0.030549815,-0.007132075,-0.015156386,21,100
Market-Adjusted Model,16851,2021-11-15,0.066781712,0.0863021454,0.0821751405,21,100
Market-Adjusted Model,16853,2021-11-15,-0.009644354,0.0055484087,0.0057490744,21,100
Market-Adjusted Model,16856,2021-11-15,-0.351578963,-0.3761511,-0.336185535,21,100
Market-Adjusted Model,16857,2021-11-15,-0.096256658,-0.080263219,-0.08086323,21,100
Market-Adjusted Model,16859,2021-11-15,-0.038006541,-0.02337119,-0.022613112,21,100
Market-Adjusted Model,16860,2021-11-15,-0.010166168,0.0046229119,0.0052272606,21,100
Market-Adjusted Model,16861,2021-11-15,-0.006783541,0.0087338432,0.0086098879,21,100
Market-Adjusted Model,16865,2021-11-15,-0.062129453,-0.04623833,-0.046736025,21,100
Market-Adjusted Model,16866,2021-11-15,0.0050251408,0.0267071886,0.0204185693,21,100
Market-Adjusted Model,16868,2021-11-15,-0.001712535,0.0132079827,0.0136808933,21,100
Market-Adjusted Model,16869,2021-11-15,-0.008518957,0.007309682,0.0068744712,21,100
Market-Adjusted Model,16871,2021-11-15,-0.030710486,-0.014990548,-0.015317058,21,100
Market-Adjusted Model,16872,2021-11-15,-0.020743001,-0.004901843,-0.005349572,21,100
Market-Adjusted Model,16873,2021-11-15,-0.044007548,-0.029491767,-0.028614119,21,100
Market-Adjusted Model,16874,2021-11-15,0.0451559269,0.0669656862,0.0605493555,21,100
Market-Adjusted Model,16875,2021-11-15,-0.139534916,-0.11655282,-0.124141488,21,100
Market-Adjusted Model,16877,2021-11-15,-0.026548646,-0.005503976,-0.011155217,21,100
